"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"7.10","0.28","0.19","7.80","0.04","48.00","184.00","0.99579","3.16","0.50","9.40","5"
"6.40","0.34","0.20","14.90","0.06","37.00","162.00","0.9983","3.13","0.45","9.00","4"
"6.10","0.15","0.29","6.20","0.046","39.00","151.00","0.99471","3.60","0.44","10.60","6"
"7.20","0.29","0.18","8.20","0.042","41.00","180.00","0.99644","3.16","0.49","9.10","5"
"6.10","0.23","0.45","10.60","0.094","49.00","169.00","0.99699","3.05","0.54","8.80","5"
"7.50","0.31","0.24","7.10","0.031","28.00","141.00","0.99397","3.16","0.38","10.60","7"
"6.40","0.34","0.20","14.90","0.06","37.00","162.00","0.9983","3.13","0.45","9.00","4"
"6.10","0.15","0.29","6.20","0.046","39.00","151.00","0.99471","3.60","0.44","10.60","6"
"6.30","0.27","0.18","7.70","0.048","45.00","186.00","0.9962","3.23","0.47","9.00","5"
"9.20","0.34","0.54","17.30","0.06","46.00","235.00","1.00182","3.08","0.61","8.80","6"
"7.40","0.18","0.29","1.40","0.042","34.00","101.00","0.99384","3.54","0.60","10.50","7"
"6.30","0.27","0.18","7.70","0.048","45.00","186.00","0.9962","3.23","0.47","9.00","5"
"7.30","0.21","0.21","1.60","0.046","35.00","133.00","0.99466","3.38","0.46","10.00","6"
"7.10","0.14","0.35","1.40","0.039","24.00","128.00","0.99212","2.97","0.68","10.40","5"
"7.20","0.39","0.54","1.40","0.157","34.00","132.00","0.99449","3.11","0.53","9.00","6"
"7.20","0.39","0.54","1.40","0.157","34.00","132.00","0.99449","3.11","0.53","9.00","6"
"7.60","0.48","0.28","10.40","0.049","57.00","205.00","0.99748","3.24","0.45","9.30","5"
"6.50","0.36","0.31","4.10","0.061","20.00","134.00","0.99475","3.18","0.45","9.00","6"
"8.50","0.25","0.31","2.80","0.032","11.00","61.00","0.99189","3.06","0.44","11.50","6"
"6.60","0.19","0.43","10.90","0.045","53.00","154.00","0.99752","3.52","0.77","10.40","6"
"6.90","0.30","0.21","15.70","0.056","49.00","159.00","0.99827","3.11","0.48","9.00","5"
"6.60","0.19","0.43","10.90","0.045","53.00","154.00","0.99752","3.52","0.77","10.40","6"
"6.30","0.20","0.30","5.90","0.034","35.00","152.00","0.99642","3.47","0.40","8.50","6"
"8.50","0.19","0.56","17.30","0.055","47.00","169.00","1.00047","3.07","0.67","9.30","6"
"6.20","0.25","0.28","8.50","0.035","28.00","108.00","0.99486","3.40","0.42","10.40","6"
"6.10","0.46","0.32","6.20","0.053","10.00","94.00","0.99537","3.35","0.47","10.10","5"
"7.30","0.19","0.25","1.40","0.051","41.00","107.00","0.99382","3.53","0.66","10.50","7"
"6.70","0.31","0.18","7.70","0.043","57.00","200.00","0.99566","3.17","0.44","9.40","6"
"7.40","0.14","0.30","1.30","0.033","25.00","91.00","0.99268","3.53","0.39","10.60","6"
"6.70","0.31","0.18","7.70","0.043","57.00","200.00","0.99566","3.17","0.44","9.40","6"
"6.30","0.16","0.22","1.30","0.046","18.00","66.00","0.99307","3.61","0.55","10.30","6"
"7.40","0.33","0.26","15.60","0.049","67.00","210.00","0.99907","3.06","0.68","9.50","5"
"7.40","0.33","0.26","15.60","0.049","67.00","210.00","0.99907","3.06","0.68","9.50","5"
"7.40","0.33","0.26","15.60","0.049","67.00","210.00","0.99907","3.06","0.68","9.50","5"
"7.40","0.33","0.26","15.60","0.049","67.00","210.00","0.99907","3.06","0.68","9.50","5"
"6.60","0.41","0.24","4.90","0.158","47.00","144.00","0.99471","3.17","0.49","9.40","5"
"6.70","0.43","0.23","5.00","0.157","49.00","145.00","0.99471","3.17","0.49","9.40","5"
"7.40","0.33","0.26","15.60","0.049","67.00","210.00","0.99907","3.06","0.68","9.50","5"
"7.30","0.40","0.28","6.50","0.037","26.00","97.00","0.99148","3.16","0.58","12.60","7"
"7.30","0.40","0.28","6.50","0.037","26.00","97.00","0.99148","3.16","0.58","12.60","7"
"7.50","0.42","0.19","6.90","0.041","62.00","150.00","0.99508","3.23","0.37","10.00","6"
"6.90","0.28","0.31","7.20","0.04","47.00","168.00","0.9946","3.29","0.57","10.60","7"
"6.30","0.41","0.18","3.50","0.027","23.00","109.00","0.99018","3.34","0.54","12.80","8"
"7.30","0.30","0.33","2.30","0.043","28.00","125.00","0.99084","3.34","0.44","12.60","7"
"6.60","0.22","0.28","12.05","0.058","25.00","125.00","0.99856","3.45","0.45","9.40","5"
"7.00","0.36","0.30","5.00","0.04","40.00","143.00","0.99173","3.33","0.42","12.20","7"
"5.60","0.295","0.20","2.20","0.049","18.00","134.00","0.99378","3.21","0.68","10.00","5"
"8.10","0.28","0.34","1.30","0.035","11.00","126.00","0.99232","3.14","0.50","9.80","6"
"6.80","0.21","0.55","14.60","0.053","34.00","159.00","0.99805","2.93","0.44","9.20","5"
"9.40","0.28","0.30","1.60","0.045","36.00","139.00","0.99534","3.11","0.49","9.30","5"
"6.80","0.32","0.30","3.30","0.029","15.00","80.00","0.99061","3.33","0.63","12.60","7"
"7.40","0.20","0.31","1.60","0.038","34.00","116.00","0.9912","3.25","0.39","12.00","7"
"8.00","0.20","0.30","8.10","0.037","42.00","130.00","0.99379","3.10","0.67","11.80","6"
"4.60","0.445","0.00","1.40","0.053","11.00","178.00","0.99426","3.79","0.55","10.20","5"
"7.60","0.20","0.34","1.80","0.041","42.00","148.00","0.99335","3.35","0.66","11.10","6"
"6.90","0.35","0.55","11.95","0.038","22.00","111.00","0.99687","3.11","0.29","9.70","5"
"6.90","0.35","0.55","11.95","0.038","22.00","111.00","0.99687","3.11","0.29","9.70","5"
"7.50","0.38","0.29","12.70","0.05","25.00","209.00","0.9986","3.25","0.59","9.30","6"
"7.50","0.30","0.32","1.40","0.032","31.00","161.00","0.99154","2.95","0.42","10.50","5"
"7.50","0.23","0.35","17.80","0.058","128.00","212.00","1.00241","3.44","0.43","8.90","5"
"6.80","0.26","0.22","4.80","0.041","110.00","198.00","0.99437","3.29","0.67","10.60","5"
"7.20","0.34","0.30","8.40","0.051","40.00","167.00","0.99756","3.48","0.62","9.70","5"
"7.00","0.23","0.26","7.20","0.041","21.00","90.00","0.99509","3.22","0.55","9.50","6"
"7.70","0.29","0.29","4.80","0.06","27.00","156.00","0.99572","3.49","0.59","10.30","6"
"7.70","0.40","0.27","4.50","0.034","27.00","95.00","0.99175","3.21","0.59","12.30","8"
"6.70","0.17","0.27","1.40","0.032","39.00","149.00","0.99254","3.40","0.52","10.50","5"
"7.00","0.23","0.26","7.20","0.041","21.00","90.00","0.99509","3.22","0.55","9.50","6"
"8.10","0.24","0.26","11.00","0.043","41.00","211.00","0.99676","3.11","0.49","10.00","6"
"7.70","0.28","0.63","11.10","0.039","58.00","179.00","0.9979","3.08","0.44","8.80","4"
"7.50","0.23","0.29","2.60","0.031","24.00","98.00","0.99194","3.00","0.54","10.90","6"
"7.90","0.46","0.40","10.10","0.168","19.00","184.00","0.99782","3.06","0.62","9.50","5"
"7.90","0.31","0.22","13.30","0.048","46.00","212.00","0.99942","3.47","0.59","10.00","5"
"6.10","0.28","0.16","1.30","0.06","36.00","126.00","0.99353","3.13","0.46","8.70","6"
"7.00","0.18","0.26","1.40","0.044","46.00","89.00","0.99256","3.39","0.48","10.70","7"
"7.10","0.34","0.32","2.00","0.051","29.00","130.00","0.99354","3.30","0.50","10.40","6"
"8.90","0.21","0.37","1.20","0.028","20.00","93.00","0.99244","3.20","0.37","11.50","5"
"7.40","0.32","0.27","12.90","0.04","60.00","221.00","0.99831","3.05","0.66","9.40","5"
"6.50","0.18","0.29","1.70","0.035","39.00","144.00","0.9927","3.49","0.50","10.50","6"
"6.70","0.24","0.26","12.60","0.053","44.00","182.00","0.99802","3.42","0.42","9.70","5"
"6.60","0.32","0.24","1.30","0.06","42.50","204.00","0.99512","3.59","0.51","9.20","5"
"7.40","0.33","0.44","7.60","0.05","40.00","227.00","0.99679","3.12","0.52","9.00","5"
"7.20","0.30","0.30","8.10","0.05","40.00","188.00","0.99652","3.15","0.49","9.10","6"
"7.40","0.34","0.30","14.90","0.037","70.00","169.00","0.99698","3.25","0.37","10.40","6"
"6.10","0.16","0.29","6.00","0.03","29.00","144.00","0.99474","3.68","0.46","10.70","6"
"6.30","0.10","0.24","6.00","0.039","25.00","107.00","0.99511","3.59","0.49","10.50","7"
"6.20","0.45","0.73","7.20","0.099","47.00","202.00","0.99582","3.21","0.43","9.20","5"
"7.20","0.20","0.30","2.00","0.039","43.00","188.00","0.9911","3.30","0.41","12.00","6"
"7.20","0.20","0.30","2.00","0.039","43.00","188.00","0.9911","3.30","0.41","12.00","6"
"7.00","0.22","0.29","8.90","0.05","24.00","90.00","0.99556","3.29","0.46","9.80","6"
"6.40","0.27","0.19","2.00","0.084","21.00","191.00","0.99516","3.49","0.63","9.60","4"
"6.90","0.15","0.28","4.40","0.029","14.00","107.00","0.99347","3.24","0.46","10.40","8"
"6.70","0.26","0.29","5.80","0.025","26.00","74.00","0.9929","3.28","0.53","11.00","6"
"7.60","0.20","0.68","12.90","0.042","56.00","160.00","0.99841","3.05","0.41","8.70","5"
"6.90","0.30","0.30","1.30","0.053","24.00","186.00","0.99361","3.29","0.54","9.90","4"
"6.80","0.46","0.26","2.70","0.042","28.00","83.00","0.99114","3.38","0.51","12.00","8"
"7.00","0.28","0.26","1.70","0.042","34.00","130.00","0.9925","3.43","0.50","10.70","8"
"6.40","0.17","0.34","1.50","0.091","42.00","135.00","0.9938","3.25","0.49","9.60","7"
"6.40","0.17","0.34","1.50","0.093","43.00","136.00","0.9938","3.25","0.49","9.60","6"
"6.30","0.695","0.55","12.90","0.056","58.00","252.00","0.99806","3.29","0.49","8.70","5"
"8.40","0.30","0.25","17.75","0.047","25.00","218.00","1.00016","2.98","0.66","9.10","5"
"6.50","0.19","0.27","4.90","0.037","13.00","101.00","0.9916","3.17","0.41","11.80","6"
"8.00","0.36","0.39","1.60","0.024","26.00","93.00","0.99116","3.15","0.49","11.90","6"
"6.10","0.16","0.24","1.40","0.046","17.00","77.00","0.99319","3.66","0.57","10.30","6"
"9.20","0.19","0.42","2.00","0.047","16.00","104.00","0.99517","3.09","0.66","10.00","4"
"8.80","0.33","0.36","2.10","0.034","19.00","125.00","0.99166","2.96","0.98","12.70","6"
"9.80","0.16","0.46","1.80","0.046","23.00","130.00","0.99587","3.04","0.67","9.60","5"
"6.60","0.23","0.18","8.50","0.044","59.00","188.00","0.99558","3.16","0.49","9.50","5"
"7.90","0.44","0.26","4.45","0.033","23.00","100.00","0.99117","3.17","0.52","12.70","6"
"7.60","0.31","0.27","5.80","0.036","23.00","109.00","0.99399","3.34","0.54","11.00","6"
"7.50","0.705","0.10","13.00","0.044","44.00","214.00","0.99741","3.10","0.50","9.10","5"
"7.10","0.21","0.28","2.70","0.034","23.00","111.00","0.99405","3.35","0.64","10.20","4"
"8.00","0.27","0.25","19.10","0.045","50.00","208.00","1.00051","3.05","0.50","9.20","6"
"6.30","0.38","0.17","8.80","0.08","50.00","212.00","0.99803","3.47","0.66","9.40","4"
"7.10","0.21","0.28","2.70","0.034","23.00","111.00","0.99405","3.35","0.64","10.20","4"
"8.20","0.24","0.30","2.30","0.05","23.00","106.00","0.99397","2.98","0.50","10.00","5"
"7.00","0.16","0.26","6.85","0.047","30.00","220.00","0.99622","3.38","0.58","10.10","6"
"7.30","0.815","0.09","11.40","0.044","45.00","204.00","0.99713","3.15","0.46","9.00","5"
"6.30","0.41","0.16","0.90","0.032","25.00","98.00","0.99274","3.16","0.42","9.50","5"
"6.10","0.36","0.41","19.35","0.07","67.00","207.00","1.00118","3.39","0.53","9.10","5"
"8.10","0.40","0.32","7.90","0.031","23.00","118.00","0.99176","3.05","0.46","13.30","7"
"6.80","0.26","0.43","11.75","0.045","53.00","198.00","0.9969","3.26","0.55","9.50","5"
"6.20","0.44","0.18","7.70","0.096","28.00","210.00","0.99771","3.56","0.72","9.20","5"
"7.20","0.24","0.29","3.00","0.036","17.00","117.00","0.99411","3.36","0.68","10.10","6"
"7.30","0.22","0.26","1.50","0.04","32.00","172.00","0.99194","3.27","0.48","11.20","6"
"8.10","0.34","0.28","7.50","0.04","70.00","230.00","0.99558","3.14","0.55","9.80","6"
"7.30","0.22","0.26","1.50","0.04","32.00","172.00","0.99194","3.27","0.48","11.20","6"
"6.40","0.27","0.17","8.40","0.044","60.00","198.00","0.99578","3.21","0.47","9.40","5"
"7.40","0.35","0.20","13.90","0.054","63.00","229.00","0.99888","3.11","0.50","8.90","6"
"8.30","0.28","0.27","17.50","0.045","48.00","253.00","1.00014","3.02","0.56","9.10","6"
"8.00","0.26","0.28","4.80","0.05","34.00","150.00","0.99437","3.13","0.50","10.00","6"
"6.90","0.43","0.28","9.40","0.056","29.00","183.00","0.99594","3.17","0.43","9.40","5"
"6.80","0.46","0.26","6.30","0.147","49.00","159.00","0.99434","3.14","0.47","10.00","5"
"7.60","0.285","0.32","14.60","0.063","32.00","201.00","0.998","3.00","0.45","9.20","5"
"6.60","0.32","0.33","2.50","0.052","40.00","219.50","0.99316","3.15","0.60","10.00","5"
"7.60","0.285","0.32","14.60","0.063","32.00","201.00","0.998","3.00","0.45","9.20","5"
"6.60","0.34","0.34","2.60","0.051","40.50","210.00","0.99314","3.15","0.61","10.00","5"
"6.60","0.32","0.33","2.50","0.052","40.00","210.00","0.99316","3.15","0.60","10.00","5"
"6.50","0.27","0.26","8.20","0.042","21.00","133.00","0.99612","3.43","0.64","9.80","6"
"6.60","0.56","0.15","10.00","0.037","38.00","157.00","0.99642","3.28","0.52","9.40","5"
"7.30","0.19","0.27","1.60","0.027","35.00","136.00","0.99248","3.38","0.54","11.00","7"
"7.80","0.32","0.33","10.40","0.031","47.00","194.00","0.99692","3.07","0.58","9.60","6"
"8.10","0.33","0.36","7.40","0.037","36.00","156.00","0.99592","3.19","0.54","10.60","6"
"8.10","0.33","0.36","7.40","0.037","36.00","156.00","0.99592","3.19","0.54","10.60","6"
"7.80","0.32","0.33","10.40","0.031","47.00","194.00","0.99692","3.07","0.58","9.60","6"
"6.60","0.33","0.24","16.05","0.045","31.00","147.00","0.99822","3.08","0.52","9.20","5"
"8.20","0.26","0.33","2.60","0.053","11.00","71.00","0.99402","2.89","0.49","9.50","5"
"8.30","0.25","0.33","2.50","0.053","12.00","72.00","0.99404","2.89","0.48","9.50","5"
"7.00","0.28","0.32","1.70","0.038","27.00","128.00","0.99375","3.20","0.62","10.20","6"
"5.20","0.16","0.34","0.80","0.029","26.00","77.00","0.99155","3.25","0.51","10.10","6"
"6.80","0.34","0.10","1.40","0.049","29.00","118.00","0.9936","3.21","0.41","9.50","5"
"7.60","0.25","0.34","1.30","0.056","34.00","176.00","0.99434","3.10","0.51","9.50","5"
"5.60","0.35","0.40","6.30","0.022","23.00","174.00","0.9922","3.54","0.50","11.60","7"
"8.80","0.24","0.23","10.30","0.032","12.00","97.00","0.99571","3.13","0.40","10.70","6"
"6.10","0.27","0.31","1.50","0.035","17.00","83.00","0.99076","3.32","0.44","11.10","7"
"7.40","0.56","0.09","1.50","0.071","19.00","117.00","0.99496","3.22","0.53","9.80","5"
"6.80","0.29","0.49","1.40","0.142","52.00","148.00","0.9937","3.08","0.49","9.00","6"
"6.10","0.27","0.31","1.50","0.035","17.00","83.00","0.99076","3.32","0.44","11.10","7"
"6.80","0.32","0.30","1.00","0.049","22.00","113.00","0.99289","3.24","0.61","10.20","5"
"6.40","0.37","0.37","4.85","0.041","39.50","216.50","0.99432","3.10","0.50","9.80","6"
"6.20","0.26","0.37","7.10","0.047","54.00","201.00","0.99523","3.19","0.48","9.50","6"
"6.30","0.27","0.37","7.90","0.047","58.00","215.00","0.99542","3.19","0.48","9.50","6"
"8.00","0.28","0.32","7.60","0.045","61.00","204.00","0.99543","3.10","0.55","10.10","6"
"6.70","0.24","0.32","10.30","0.079","37.00","122.00","0.99662","3.02","0.45","8.80","5"
"7.70","0.39","0.49","7.70","0.036","11.00","110.00","0.9966","3.33","0.76","10.00","6"
"6.10","0.28","0.24","19.95","0.074","32.00","174.00","0.99922","3.19","0.44","9.30","6"
"6.30","0.18","0.22","1.50","0.043","45.00","155.00","0.99238","3.19","0.48","10.20","5"
"8.60","0.23","0.25","11.30","0.031","13.00","96.00","0.99645","3.11","0.40","10.80","5"
"6.80","0.21","0.36","18.10","0.046","32.00","133.00","1.00","3.27","0.48","8.80","5"
"6.90","0.26","0.31","7.00","0.039","37.00","175.00","0.99376","3.32","0.49","11.40","6"
"6.80","0.21","0.36","18.10","0.046","32.00","133.00","1.00","3.27","0.48","8.80","5"
"6.40","0.31","0.40","6.40","0.039","39.00","191.00","0.99513","3.14","0.52","9.80","5"
"6.60","0.32","0.34","7.70","0.044","63.00","212.00","0.99526","3.22","0.48","9.70","6"
"8.00","0.27","0.57","10.40","0.053","18.00","134.00","0.99732","3.12","0.68","9.00","5"
"6.20","0.28","0.45","7.50","0.045","46.00","203.00","0.99573","3.26","0.46","9.20","6"
"6.20","0.30","0.49","11.20","0.058","68.00","215.00","0.99656","3.19","0.60","9.40","6"
"7.10","0.32","0.29","4.00","0.038","33.00","170.00","0.99463","3.27","0.64","10.20","6"
"7.30","0.51","0.29","11.30","0.034","61.00","224.00","0.99683","3.14","0.56","9.50","6"
"7.10","0.12","0.30","3.10","0.018","15.00","37.00","0.99004","3.02","0.52","11.90","7"
"7.50","0.41","0.23","14.80","0.054","28.00","174.00","0.99898","3.18","0.49","9.70","5"
"6.50","0.18","0.33","1.40","0.029","35.00","138.00","0.99114","3.36","0.60","11.50","7"
"7.30","0.17","0.24","8.10","0.121","32.00","162.00","0.99508","3.17","0.38","10.40","8"
"8.20","0.20","0.38","3.50","0.053","41.00","174.00","0.99306","3.22","0.41","11.60","5"
"7.50","0.41","0.23","14.80","0.054","28.00","174.00","0.99898","3.18","0.49","9.70","5"
"7.30","0.16","0.35","1.50","0.036","29.00","108.00","0.99342","3.27","0.51","10.20","6"
"6.60","0.42","0.13","12.80","0.044","26.00","158.00","0.99772","3.24","0.47","9.00","5"
"5.80","0.30","0.12","1.60","0.036","57.00","163.00","0.99239","3.38","0.59","10.50","6"
"6.40","0.22","0.30","11.20","0.046","53.00","149.00","0.99479","3.21","0.34","10.80","5"
"6.80","0.23","0.30","1.70","0.043","19.00","95.00","0.99207","3.17","0.46","10.70","7"
"6.50","0.23","0.25","17.30","0.046","15.00","110.00","0.99828","3.15","0.42","9.20","6"
"5.90","0.28","0.14","8.60","0.032","30.00","142.00","0.99542","3.28","0.44","9.50","6"
"6.20","0.27","0.18","1.50","0.028","20.00","111.00","0.99228","3.41","0.50","10.00","5"
"9.00","0.29","0.34","12.10","0.03","34.00","177.00","0.99706","3.13","0.47","10.60","5"
"9.00","0.26","0.34","6.70","0.029","21.00","162.00","0.99497","3.08","0.50","10.60","6"
"8.90","0.27","0.34","10.70","0.029","19.50","166.00","0.99669","3.13","0.48","10.60","5"
"7.20","0.22","0.24","1.40","0.041","17.00","159.00","0.99196","3.25","0.53","11.20","6"
"6.70","0.50","0.38","7.50","0.046","26.00","175.00","0.99662","3.32","0.54","9.60","5"
"6.20","0.33","0.14","4.80","0.052","27.00","128.00","0.99475","3.21","0.48","9.40","5"
"6.30","0.26","0.42","7.10","0.045","62.00","209.00","0.99544","3.20","0.53","9.50","6"
"6.20","0.33","0.14","4.80","0.052","27.00","128.00","0.99475","3.21","0.48","9.40","5"
"6.60","0.36","0.52","11.30","0.046","8.00","110.00","0.9966","3.07","0.46","9.40","5"
"6.30","0.13","0.42","1.10","0.043","63.00","146.00","0.99066","3.13","0.72","11.20","7"
"6.40","0.15","0.44","1.20","0.043","67.00","150.00","0.9907","3.14","0.73","11.20","7"
"6.30","0.13","0.42","1.10","0.043","63.00","146.00","0.99066","3.13","0.72","11.20","7"
"6.40","0.15","0.44","1.20","0.043","67.00","150.00","0.9907","3.14","0.73","11.20","7"
"6.30","0.13","0.42","1.10","0.043","63.00","146.00","0.99066","3.13","0.72","11.20","7"
"6.90","0.28","0.22","10.00","0.052","36.00","131.00","0.99696","3.08","0.46","9.60","5"
"6.90","0.32","0.26","2.30","0.03","11.00","103.00","0.99106","3.06","0.42","11.10","6"
"5.70","0.255","0.65","1.20","0.079","17.00","137.00","0.99307","3.20","0.42","9.40","5"
"6.60","0.41","0.16","1.40","0.037","28.00","160.00","0.99167","2.95","0.45","10.60","6"
"7.30","0.37","0.16","14.90","0.048","59.00","240.00","0.99902","3.13","0.45","8.90","5"
"6.90","0.21","0.24","1.80","0.021","17.00","80.00","0.98992","3.15","0.46","12.30","7"
"6.60","0.24","0.28","1.80","0.028","39.00","132.00","0.99182","3.34","0.46","11.40","5"
"6.80","0.28","0.36","7.00","0.043","60.00","207.00","0.99556","3.16","0.49","9.60","6"
"6.60","0.24","0.24","8.60","0.034","25.00","135.00","0.99582","3.33","0.59","10.30","6"
"6.60","0.24","0.28","1.80","0.028","39.00","132.00","0.99182","3.34","0.46","11.40","5"
"7.00","0.16","0.32","1.10","0.032","29.00","80.00","0.98972","3.23","0.36","12.10","6"
"7.00","0.14","0.28","1.30","0.026","10.00","56.00","0.99352","3.46","0.45","9.90","5"
"6.80","0.26","0.24","1.90","0.043","70.00","154.00","0.99273","3.18","0.52","10.50","5"
"6.70","0.25","0.36","8.60","0.037","63.00","206.00","0.99553","3.18","0.50","9.60","5"
"5.80","0.30","0.27","1.70","0.014","45.00","104.00","0.98914","3.40","0.56","12.60","7"
"6.40","0.28","0.56","1.70","0.156","49.00","106.00","0.99354","3.10","0.37","9.20","6"
"7.70","0.30","0.26","18.95","0.053","36.00","174.00","0.99976","3.20","0.50","10.40","5"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"5.10","0.14","0.25","0.70","0.039","15.00","89.00","0.9919","3.22","0.43","9.20","6"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"7.20","0.615","0.10","1.40","0.068","25.00","154.00","0.99499","3.20","0.48","9.70","4"
"6.90","0.13","0.28","13.30","0.05","47.00","132.00","0.99655","3.34","0.42","10.10","6"
"6.70","0.34","0.30","8.50","0.059","24.00","152.00","0.99615","3.46","0.64","11.00","7"
"8.20","0.52","0.34","1.20","0.042","18.00","167.00","0.99366","3.24","0.39","10.60","5"
"7.80","0.28","0.31","2.10","0.046","28.00","208.00","0.99434","3.23","0.64","9.80","5"
"6.40","0.22","0.34","1.40","0.023","56.00","115.00","0.98958","3.18","0.70","11.70","6"
"7.80","0.28","0.31","2.10","0.046","28.00","208.00","0.99434","3.23","0.64","9.80","5"
"6.90","0.32","0.27","16.00","0.034","58.00","185.00","0.99938","3.34","0.60","9.00","6"
"6.80","0.11","0.42","1.10","0.042","51.00","132.00","0.99059","3.18","0.74","11.30","7"
"6.70","0.30","0.29","2.80","0.025","37.00","107.00","0.99159","3.31","0.63","11.30","7"
"7.20","0.20","0.36","2.50","0.028","22.00","157.00","0.9938","3.48","0.49","10.60","6"
"7.50","0.25","0.32","8.20","0.024","53.00","209.00","0.99563","3.12","0.46","10.80","6"
"7.10","0.20","0.30","0.90","0.019","4.00","28.00","0.98931","3.20","0.36","12.00","6"
"6.30","0.27","0.46","11.10","0.053","44.00","177.00","0.99691","3.18","0.67","9.40","5"
"6.50","0.30","0.39","7.80","0.038","61.00","219.00","0.9959","3.19","0.50","9.40","5"
"6.70","0.30","0.29","2.80","0.025","37.00","107.00","0.99159","3.31","0.63","11.30","7"
"6.15","0.21","0.37","3.20","0.021","20.00","80.00","0.99076","3.39","0.47","12.00","5"
"6.50","0.18","0.41","14.20","0.039","47.00","129.00","0.99678","3.28","0.72","10.30","7"
"6.50","0.18","0.41","14.20","0.039","47.00","129.00","0.99678","3.28","0.72","10.30","7"
"6.60","0.26","0.21","2.90","0.026","48.00","126.00","0.99089","3.22","0.38","11.30","7"
"6.60","0.35","0.35","6.00","0.063","31.00","150.00","0.99537","3.10","0.47","9.40","6"
"6.50","0.28","0.28","20.40","0.041","40.00","144.00","1.0002","3.14","0.38","8.70","5"
"6.60","0.36","0.52","10.10","0.05","29.00","140.00","0.99628","3.07","0.40","9.40","5"
"6.60","0.26","0.21","2.90","0.026","48.00","126.00","0.99089","3.22","0.38","11.30","7"
"6.15","0.21","0.37","3.20","0.021","20.00","80.00","0.99076","3.39","0.47","12.00","5"
"4.50","0.19","0.21","0.95","0.033","89.00","159.00","0.99332","3.34","0.42","8.00","5"
"8.00","0.24","0.26","1.70","0.033","36.00","136.00","0.99316","3.44","0.51","10.40","7"
"7.80","0.17","0.23","1.70","0.029","39.00","128.00","0.99272","3.37","0.41","10.70","7"
"7.00","0.24","0.24","9.00","0.03","42.00","219.00","0.99636","3.47","0.46","10.20","6"
"5.80","0.60","0.00","1.30","0.044","72.00","197.00","0.99202","3.56","0.43","10.90","5"
"6.80","0.44","0.20","16.00","0.065","61.00","186.00","0.99884","3.13","0.45","8.60","5"
"8.70","0.31","0.73","14.35","0.044","27.00","191.00","1.00013","2.96","0.88","8.70","5"
"7.20","0.24","0.27","11.40","0.034","40.00","174.00","0.99773","3.20","0.44","9.00","5"
"7.50","0.13","0.38","1.10","0.023","42.00","104.00","0.99112","3.28","0.53","11.80","6"
"9.20","0.14","0.37","1.10","0.034","36.00","84.00","0.99136","3.05","0.55","11.60","6"
"7.40","0.20","0.37","1.20","0.028","28.00","89.00","0.99132","3.14","0.61","11.80","6"
"8.10","0.33","0.22","5.20","0.047","24.00","151.00","0.99527","3.22","0.47","10.30","5"
"7.15","0.17","0.24","9.60","0.119","56.00","178.00","0.99578","3.15","0.44","10.20","6"
"6.70","0.12","0.30","5.20","0.048","38.00","113.00","0.99352","3.33","0.44","10.10","7"
"5.70","0.18","0.36","1.20","0.046","9.00","71.00","0.99199","3.70","0.68","10.90","7"
"5.80","0.15","0.28","0.80","0.037","43.00","127.00","0.99198","3.24","0.51","9.30","5"
"6.60","0.23","0.29","14.45","0.057","29.00","144.00","0.99756","3.33","0.54","10.20","6"
"7.00","0.34","0.39","6.90","0.066","43.00","162.00","0.99561","3.11","0.53","9.50","5"
"6.40","0.68","0.26","3.40","0.069","25.00","146.00","0.99347","3.18","0.40","9.30","5"
"7.30","0.22","0.31","2.30","0.018","45.00","80.00","0.98936","3.06","0.34","12.90","7"
"6.40","0.28","0.27","11.00","0.042","45.00","148.00","0.99786","3.14","0.46","8.70","5"
"6.90","0.40","0.22","5.95","0.081","76.00","303.00","0.99705","3.40","0.57","9.40","5"
"6.80","0.19","0.23","5.10","0.034","71.00","204.00","0.9942","3.23","0.69","10.10","5"
"7.10","0.23","0.24","5.40","0.039","60.00","196.00","0.9948","3.19","0.78","10.00","4"
"6.45","0.14","0.42","1.20","0.05","51.00","129.00","0.99116","3.27","0.69","11.10","7"
"6.50","0.15","0.44","12.60","0.052","65.00","158.00","0.99688","3.26","0.70","10.30","7"
"7.10","0.15","0.34","1.00","0.033","27.00","73.00","0.98974","3.24","0.41","12.20","6"
"6.70","0.33","0.34","6.60","0.067","35.00","156.00","0.99542","3.11","0.48","9.30","6"
"7.20","0.30","0.26","1.50","0.041","46.00","178.00","0.99154","3.19","0.56","11.30","6"
"8.00","0.13","0.25","1.10","0.033","15.00","86.00","0.99044","2.98","0.39","11.20","8"
"6.20","0.21","0.34","6.60","0.03","36.00","91.00","0.9914","3.32","0.45","12.50","7"
