"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"7.20","0.24","0.29","2.20","0.037","37.00","102.00","0.992","3.27","0.64","11.00","7"
"8.20","0.18","0.31","11.80","0.039","96.00","249.00","0.9976","3.07","0.52","9.50","6"
"8.30","0.28","0.45","7.80","0.059","32.00","139.00","0.9972","3.33","0.77","11.20","6"
"7.40","0.44","0.20","11.50","0.049","44.00","157.00","0.998","3.27","0.44","9.00","5"
"6.10","0.34","0.46","4.70","0.029","21.00","94.00","0.991","3.29","0.62","12.30","6"
"6.40","0.18","0.31","1.60","0.049","36.00","127.00","0.9934","3.60","0.67","10.40","7"
"8.90","0.34","0.34","1.60","0.056","13.00","176.00","0.9946","3.14","0.47","9.70","5"
"8.00","0.22","0.28","14.00","0.053","83.00","197.00","0.9981","3.14","0.45","9.80","6"
"6.70","0.18","0.19","4.70","0.046","57.00","161.00","0.9946","3.32","0.66","10.50","6"
"7.10","0.25","0.30","2.40","0.042","25.00","122.00","0.994","3.43","0.61","10.50","6"
"7.60","0.27","0.25","13.90","0.05","45.00","199.00","0.9984","3.34","0.50","9.80","6"
"8.20","0.18","0.28","8.50","0.035","41.00","140.00","0.9952","3.04","0.37","10.10","7"
"5.80","0.33","0.20","16.05","0.047","26.00","166.00","0.9976","3.09","0.46","8.90","5"
"7.20","0.20","0.61","16.20","0.043","14.00","103.00","0.9987","3.06","0.36","9.20","6"
"7.20","0.20","0.61","16.20","0.043","14.00","103.00","0.9987","3.06","0.36","9.20","6"
"7.20","0.24","0.40","17.85","0.049","50.00","185.00","1.00","3.34","0.42","9.60","5"
"7.60","0.15","0.40","1.30","0.036","24.00","112.00","0.9932","3.14","0.76","10.00","5"
"7.60","0.33","0.41","13.70","0.045","44.00","197.00","0.9989","3.18","0.64","9.10","5"
"6.80","0.24","0.31","18.30","0.046","40.00","142.00","1.00","3.30","0.41","8.70","5"
"6.80","0.35","0.44","6.50","0.056","31.00","161.00","0.9952","3.14","0.44","9.50","5"
"7.50","0.29","0.67","8.10","0.037","53.00","166.00","0.9966","2.90","0.41","8.90","6"
"7.50","0.29","0.67","8.10","0.037","53.00","166.00","0.9966","2.90","0.41","8.90","6"
"7.20","0.31","0.41","8.60","0.053","15.00","89.00","0.9976","3.29","0.64","9.90","6"
"6.70","0.44","0.31","1.90","0.03","41.00","104.00","0.99","3.29","0.62","12.60","7"
"10.00","0.23","0.27","14.10","0.033","45.00","166.00","0.9988","2.72","0.43","9.70","6"
"7.40","0.21","0.30","7.90","0.039","14.00","118.00","0.9942","2.96","0.34","10.40","5"
"7.90","0.26","0.33","10.30","0.039","73.00","212.00","0.9969","2.93","0.49","9.50","6"
"8.30","0.23","0.30","2.10","0.049","21.00","153.00","0.9953","3.09","0.50","9.60","6"
"7.30","0.22","0.50","13.70","0.049","56.00","189.00","0.9994","3.24","0.66","9.00","6"
"8.10","0.26","0.33","11.10","0.052","52.50","158.00","0.9976","3.03","0.49","10.20","7"
"7.00","0.12","0.19","4.90","0.055","27.00","127.00","0.9953","3.29","0.41","9.40","5"
"8.80","0.34","0.33","9.70","0.036","46.00","172.00","0.9966","3.08","0.40","10.20","5"
"8.80","0.34","0.33","9.70","0.036","46.00","172.00","0.9966","3.08","0.40","10.20","5"
"9.20","0.27","0.34","10.50","0.043","49.00","228.00","0.9974","3.04","0.41","10.40","6"
"8.30","0.36","0.57","15.00","0.052","35.00","256.00","1.0001","2.93","0.64","8.60","5"
"6.30","0.25","0.44","11.60","0.041","48.00","195.00","0.9968","3.18","0.52","9.50","5"
"5.70","0.45","0.42","1.10","0.051","61.00","197.00","0.9932","3.02","0.40","9.00","5"
"7.20","0.19","0.31","1.40","0.046","37.00","135.00","0.9939","3.34","0.57","10.20","7"
"8.00","0.25","0.13","17.20","0.036","49.00","219.00","0.9996","2.96","0.46","9.70","5"
"9.90","1.005","0.46","1.40","0.046","34.00","185.00","0.9966","3.02","0.49","10.20","4"
"8.10","0.24","0.38","4.30","0.044","49.00","172.00","0.996","3.37","0.74","10.80","6"
"8.00","0.23","0.35","9.20","0.044","53.00","186.00","0.997","3.09","0.56","9.50","7"
"6.30","0.41","0.30","3.20","0.03","49.00","164.00","0.9927","3.53","0.79","11.70","7"
"8.30","0.49","0.43","2.50","0.036","32.00","116.00","0.9944","3.23","0.47","10.70","6"
"7.60","0.20","0.26","4.50","0.086","37.00","133.00","0.9963","3.15","0.42","9.20","5"
"7.50","0.26","0.26","18.35","0.084","33.00","139.00","1.0011","3.17","0.39","8.80","5"
"6.80","0.28","0.37","7.00","0.057","35.00","208.00","0.9973","3.57","0.55","10.20","5"
"7.90","0.33","0.26","1.20","0.044","23.00","103.00","0.9932","3.19","0.54","10.50","6"
"7.60","0.20","0.30","14.20","0.056","53.00","212.50","0.999","3.14","0.46","8.90","8"
"7.60","0.20","0.30","14.20","0.056","53.00","212.50","0.999","3.14","0.46","8.90","8"
"7.60","0.20","0.30","14.20","0.056","53.00","212.50","0.999","3.14","0.46","8.90","8"
"6.40","0.43","0.27","1.10","0.054","5.00","110.00","0.9939","3.24","0.52","9.10","4"
"7.60","0.20","0.30","14.20","0.056","53.00","212.50","0.999","3.14","0.46","8.90","8"
"7.00","0.12","0.28","6.30","0.057","17.00","103.00","0.9957","3.50","0.44","9.60","5"
"8.40","0.20","0.38","11.80","0.055","51.00","170.00","1.0004","3.34","0.82","8.90","6"
"7.60","0.17","0.35","1.60","0.047","43.00","154.00","0.9934","3.36","0.69","11.10","6"
"8.40","0.20","0.38","11.80","0.055","51.00","170.00","1.0004","3.34","0.82","8.90","6"
"7.00","0.25","0.56","2.00","0.035","20.00","95.00","0.9918","3.23","0.53","11.00","6"
"6.60","0.32","0.22","16.70","0.046","38.00","133.00","0.9979","3.22","0.67","10.40","6"
"9.00","0.55","0.30","8.10","0.026","14.00","71.00","0.993","2.94","0.36","11.80","5"
"6.30","0.41","0.33","4.70","0.023","28.00","110.00","0.991","3.30","0.38","12.50","7"
"9.00","0.55","0.30","8.10","0.026","14.00","71.00","0.993","2.94","0.36","11.80","5"
"7.00","0.20","0.34","2.10","0.049","12.00","136.00","0.9922","3.25","0.46","11.60","7"
"6.30","0.21","0.28","1.50","0.051","46.00","142.00","0.9928","3.23","0.42","10.10","6"
"7.60","0.29","0.26","6.50","0.042","32.00","160.00","0.9944","3.14","0.47","10.70","5"
"6.50","0.25","0.20","1.40","0.024","29.00","101.00","0.9916","3.24","0.54","10.80","6"
"7.90","0.35","0.36","1.60","0.038","11.00","124.00","0.9928","3.25","0.48","11.00","5"
"5.50","0.14","0.27","4.60","0.029","22.00","104.00","0.9949","3.34","0.44","9.00","5"
"6.70","0.30","0.45","10.60","0.032","56.00","212.00","0.997","3.22","0.59","9.50","6"
"7.40","0.18","0.34","2.70","0.03","30.00","107.00","0.992","2.97","0.53","11.00","6"
"8.30","0.33","0.43","9.20","0.046","22.00","126.00","0.9982","3.38","0.47","9.30","5"
"6.80","0.21","0.27","18.15","0.042","41.00","146.00","1.0001","3.30","0.36","8.70","5"
"8.60","0.485","0.29","4.10","0.026","19.00","101.00","0.9918","3.01","0.38","12.40","5"
"8.60","0.485","0.29","4.10","0.026","19.00","101.00","0.9918","3.01","0.38","12.40","5"
"7.30","0.29","0.29","4.60","0.029","27.00","155.00","0.9931","3.07","0.26","10.60","6"
"6.80","0.21","0.27","18.15","0.042","41.00","146.00","1.0001","3.30","0.36","8.70","5"
"7.30","0.29","0.37","8.30","0.044","45.00","227.00","0.9966","3.12","0.47","9.00","5"
"5.70","0.46","0.46","1.40","0.04","31.00","169.00","0.9932","3.13","0.47","8.80","5"
"6.70","0.23","0.33","1.80","0.036","23.00","96.00","0.9925","3.32","0.40","10.80","6"
"7.60","0.18","0.36","2.40","0.049","38.00","123.00","0.996","3.60","0.46","10.30","5"
"7.30","0.34","0.30","1.30","0.057","25.00","173.00","0.9948","3.26","0.51","9.10","6"
"6.60","0.23","0.27","5.60","0.043","43.00","164.00","0.9953","3.27","0.76","9.50","5"
"7.00","0.22","0.39","2.10","0.055","39.00","198.00","0.9951","3.52","0.54","10.20","6"
"7.20","0.25","0.19","8.00","0.044","51.00","172.00","0.9964","3.16","0.44","9.20","5"
"7.20","0.24","0.19","7.70","0.045","53.00","176.00","0.9958","3.17","0.38","9.50","5"
"5.30","0.76","0.03","2.70","0.043","27.00","93.00","0.9932","3.34","0.38","9.20","5"
"8.40","0.28","0.40","8.90","0.048","33.00","146.00","0.9988","3.40","0.46","9.30","5"
"6.70","0.24","0.33","12.30","0.046","31.00","145.00","0.9983","3.36","0.40","9.50","5"
"6.00","0.16","0.30","6.70","0.043","43.00","153.00","0.9951","3.63","0.46","10.60","5"
"6.80","0.32","0.34","6.00","0.05","5.00","129.00","0.9953","3.19","0.40","9.10","5"
"8.50","0.24","0.47","15.20","0.057","40.00","234.00","1.0005","3.02","0.66","9.00","5"
"8.10","0.24","0.33","10.20","0.048","46.00","141.00","0.9972","3.16","0.48","10.30","6"
"5.70","0.33","0.15","1.90","0.05","20.00","93.00","0.9934","3.38","0.62","9.90","5"
"7.70","0.39","0.28","4.90","0.035","36.00","109.00","0.9918","3.19","0.58","12.20","7"
"6.80","0.25","0.27","10.70","0.076","47.00","154.00","0.9967","3.05","0.38","9.00","5"
"9.10","0.33","0.38","1.70","0.062","50.50","344.00","0.9958","3.10","0.70","9.50","5"
"7.10","0.22","0.32","16.90","0.056","49.00","158.00","0.9998","3.37","0.38","9.60","6"
"6.80","0.26","0.32","7.00","0.041","38.00","118.00","0.9939","3.25","0.52","10.80","6"
"7.20","0.16","0.26","7.10","0.054","41.00","224.00","0.9966","3.38","0.55","10.10","5"
"5.50","0.24","0.32","8.70","0.06","19.00","102.00","0.994","3.27","0.31","10.40","5"
"7.50","0.26","0.52","13.20","0.047","64.00","179.00","0.9982","3.10","0.46","9.00","5"
"6.50","0.14","0.32","2.70","0.037","18.00","89.00","0.9924","3.40","0.74","11.50","7"
"8.20","0.21","0.32","10.65","0.053","53.00","145.00","0.9972","3.17","0.48","10.20","6"
"6.40","0.29","0.20","15.60","0.04","20.00","142.00","0.9962","3.10","0.54","10.60","5"
"7.10","0.33","0.64","13.20","0.056","12.00","105.00","0.9972","3.05","0.39","9.20","5"
"6.80","0.24","0.34","5.10","0.038","31.00","99.00","0.9921","3.24","0.46","11.80","6"
"7.00","0.22","0.33","2.10","0.052","15.00","76.00","0.993","3.20","0.41","10.60","6"
"7.50","0.18","0.39","1.90","0.054","23.00","91.00","0.9941","3.27","0.45","10.30","6"
"9.80","0.93","0.45","8.60","0.052","34.00","187.00","0.9994","3.12","0.59","10.20","4"
"6.30","0.24","0.37","1.80","0.031","6.00","61.00","0.9897","3.30","0.34","12.20","4"
"7.00","0.35","0.31","1.80","0.069","15.00","162.00","0.9944","3.18","0.47","9.40","5"
"7.40","0.19","0.30","12.80","0.053","48.50","229.00","0.9986","3.14","0.49","9.10","7"
"7.40","0.19","0.30","12.80","0.053","48.50","229.00","0.9986","3.14","0.49","9.10","7"
"7.40","0.19","0.30","12.80","0.053","48.50","229.00","0.9986","3.14","0.49","9.10","7"
"6.90","0.32","0.13","7.80","0.042","11.00","117.00","0.996","3.23","0.37","9.20","5"
"7.60","0.32","0.58","16.75","0.05","43.00","163.00","0.9999","3.15","0.54","9.20","5"
"7.40","0.19","0.30","12.80","0.053","48.50","229.00","0.9986","3.14","0.49","9.10","7"
"6.90","0.32","0.13","7.80","0.042","11.00","117.00","0.996","3.23","0.37","9.20","5"
"6.00","0.34","0.24","5.40","0.06","23.00","126.00","0.9951","3.25","0.44","9.00","7"
"7.40","0.29","0.25","3.80","0.044","30.00","114.00","0.992","3.11","0.40","11.00","6"
"6.40","0.33","0.24","9.80","0.041","29.00","109.00","0.9956","3.29","0.47","10.10","6"
"6.80","0.25","0.18","1.40","0.056","13.00","137.00","0.9935","3.11","0.42","9.50","5"
"7.10","0.18","0.32","12.20","0.048","36.00","125.00","0.9967","2.92","0.54","9.40","6"
"9.20","0.23","0.35","10.70","0.037","34.00","145.00","0.9981","3.09","0.32","9.70","5"
"6.00","0.28","0.27","2.30","0.051","23.00","147.00","0.994","3.23","0.67","10.30","6"
"7.80","0.24","0.38","2.10","0.058","14.00","167.00","0.994","3.21","0.55","9.90","5"
"7.40","0.24","0.26","1.60","0.058","53.00","150.00","0.9936","3.18","0.50","9.90","7"
"7.00","0.32","0.35","1.50","0.039","24.00","125.00","0.9918","3.17","0.64","12.20","6"
"7.10","0.26","0.30","2.00","0.031","13.00","128.00","0.9917","3.19","0.49","11.40","5"
"7.80","0.30","0.37","1.30","0.051","16.00","96.00","0.9941","3.32","0.62","10.00","5"
"7.70","0.28","0.29","6.90","0.041","29.00","163.00","0.9952","3.44","0.60","10.50","6"
"6.50","0.24","0.36","2.20","0.027","36.00","134.00","0.9898","3.28","0.36","12.50","7"
"7.00","0.22","0.32","1.60","0.045","40.00","120.00","0.9914","2.98","0.44","10.50","6"
"8.00","0.45","0.28","10.80","0.051","25.00","157.00","0.9957","3.06","0.47","11.40","7"
"6.50","0.39","0.35","1.60","0.049","10.00","164.00","0.99516","3.35","0.51","9.70","5"
"6.90","0.44","0.42","8.50","0.048","10.00","147.00","0.9974","3.32","0.46","9.50","6"
"7.10","0.28","0.19","7.80","0.04","48.00","184.00","0.99579","3.16","0.50","9.40","5"
"6.70","0.23","0.42","11.20","0.047","52.00","171.00","0.99758","3.54","0.74","10.40","5"
"7.00","0.36","0.14","11.60","0.043","35.00","228.00","0.9977","3.13","0.51","8.90","5"
"7.40","0.20","0.29","1.70","0.047","16.00","100.00","0.99243","3.28","0.45","10.60","6"
"7.20","0.29","0.20","7.70","0.046","51.00","174.00","0.99582","3.16","0.52","9.50","5"
"6.20","0.26","0.19","3.40","0.049","47.00","172.00","0.9924","3.14","0.43","10.40","6"
"7.60","0.48","0.28","10.40","0.049","57.00","205.00","0.99748","3.24","0.45","9.30","5"
"6.90","0.30","0.21","15.70","0.056","49.00","159.00","0.99827","3.11","0.48","9.00","5"
"9.40","0.42","0.32","6.50","0.027","20.00","167.00","0.99479","3.08","0.43","10.60","5"
"7.30","0.19","0.25","1.40","0.051","41.00","107.00","0.99382","3.53","0.66","10.50","7"
"6.70","0.25","0.26","13.50","0.06","50.00","156.00","0.99784","3.39","0.46","9.90","6"
"7.50","0.29","0.26","14.95","0.067","47.00","178.00","0.99838","3.04","0.49","9.20","4"
"7.10","0.40","0.52","1.30","0.148","45.00","149.00","0.99468","3.08","0.56","8.70","5"
"6.40","0.16","0.25","1.30","0.047","20.00","77.00","0.9933","3.61","0.54","10.20","6"
"7.40","0.18","0.24","1.40","0.047","21.00","106.00","0.99383","3.52","0.64","10.50","7"
"8.60","0.17","0.28","2.70","0.047","38.00","150.00","0.99365","3.10","0.56","10.80","6"
"6.50","0.32","0.23","1.20","0.054","39.00","208.00","0.99272","3.18","0.46","9.90","6"
"7.00","0.32","0.31","6.40","0.031","38.00","115.00","0.99235","3.38","0.58","12.20","7"
"6.50","0.29","0.42","10.60","0.042","66.00","202.00","0.99674","3.24","0.53","9.50","6"
"7.00","0.32","0.31","6.40","0.031","38.00","115.00","0.99235","3.38","0.58","12.20","7"
"6.00","0.26","0.18","7.00","0.055","50.00","194.00","0.99591","3.21","0.43","9.00","5"
"6.90","0.44","0.18","11.80","0.051","26.00","126.00","0.9975","3.23","0.48","9.10","5"
"7.50","0.42","0.20","1.40","0.06","15.00","168.00","0.9944","3.06","0.40","9.40","6"
"6.80","0.21","0.55","14.60","0.053","34.00","159.00","0.99805","2.93","0.44","9.20","5"
"9.40","0.28","0.30","1.60","0.045","36.00","139.00","0.99534","3.11","0.49","9.30","5"
"7.00","0.22","0.26","2.80","0.036","44.00","132.00","0.99078","3.34","0.41","12.00","7"
"7.00","0.19","0.33","6.30","0.032","42.00","127.00","0.99182","3.31","0.38","12.20","6"
"7.70","0.42","0.38","8.10","0.061","49.00","144.00","0.9966","3.40","0.58","11.00","6"
"7.50","0.24","0.62","10.60","0.045","51.00","153.00","0.99779","3.16","0.44","8.80","5"
"7.50","0.26","0.59","11.80","0.046","58.00","164.00","0.99814","3.17","0.46","8.90","4"
"6.60","0.40","0.32","1.70","0.035","39.00","84.00","0.99096","3.59","0.48","12.70","7"
"6.10","0.41","0.04","1.30","0.036","23.00","121.00","0.99228","3.24","0.61","9.90","6"
"6.90","0.30","0.21","7.20","0.045","54.00","190.00","0.99595","3.22","0.48","9.40","5"
"7.00","0.35","0.17","1.10","0.049","7.00","119.00","0.99297","3.13","0.36","9.70","6"
"7.00","0.35","0.17","1.10","0.049","7.00","119.00","0.99297","3.13","0.36","9.70","6"
"7.60","0.30","0.40","2.20","0.054","29.00","175.00","0.99445","3.19","0.53","9.80","5"
"6.30","0.40","0.32","10.60","0.049","38.00","209.00","0.9981","3.47","0.59","9.30","6"
"6.80","0.37","0.28","1.90","0.024","64.00","106.00","0.98993","3.45","0.60","12.60","8"
"8.30","0.27","0.34","10.20","0.048","50.00","118.00","0.99716","3.18","0.51","10.30","5"
"6.50","0.28","0.35","9.80","0.067","61.00","180.00","0.9972","3.15","0.57","9.00","4"
"7.20","0.34","0.30","8.40","0.051","40.00","167.00","0.99756","3.48","0.62","9.70","5"
"8.30","0.26","0.31","2.00","0.029","14.00","141.00","0.99077","2.95","0.77","12.20","6"
"7.90","0.25","0.34","11.40","0.04","53.00","202.00","0.99708","3.11","0.57","9.60","6"
"6.50","0.21","0.28","1.40","0.046","26.00","66.00","0.99199","3.43","0.48","11.10","6"
"7.60","0.48","0.33","7.00","0.024","14.00","130.00","0.9918","3.25","0.45","12.50","7"
"6.00","0.495","0.27","5.00","0.157","17.00","129.00","0.99396","3.03","0.36","9.30","5"
"8.10","0.25","0.34","10.10","0.05","30.00","121.00","0.99724","3.17","0.49","10.10","6"
"8.20","0.25","0.46","3.75","0.05","14.00","102.00","0.99524","3.28","0.58","9.70","5"
"7.60","0.32","0.35","1.60","0.092","24.00","138.00","0.99438","3.19","0.44","9.80","5"
"6.00","0.33","0.18","3.00","0.036","5.00","85.00","0.99125","3.28","0.40","11.50","4"
"7.60","0.48","0.37","1.20","0.034","5.00","57.00","0.99256","3.05","0.54","10.40","3"
"7.00","0.32","0.29","4.90","0.036","41.00","150.00","0.99168","3.38","0.43","12.20","6"
"9.40","0.23","0.56","16.45","0.063","52.50","282.00","1.00098","3.10","0.51","9.30","5"
"6.40","0.27","0.19","1.90","0.085","21.00","196.00","0.99516","3.49","0.64","9.50","4"
"7.00","0.23","0.42","5.10","0.042","37.00","144.00","0.99518","3.50","0.59","10.20","6"
"6.90","0.15","0.28","4.40","0.029","14.00","107.00","0.99347","3.24","0.46","10.40","8"
"6.90","0.30","0.29","1.30","0.053","24.00","189.00","0.99362","3.29","0.54","9.90","4"
"7.60","0.21","0.35","1.20","0.041","7.00","106.00","0.9914","3.06","0.45","11.30","4"
"6.50","0.24","0.29","8.20","0.043","32.00","156.00","0.99453","3.13","0.70","10.10","6"
"7.00","0.27","0.29","3.90","0.059","28.00","199.00","0.9961","3.54","0.59","10.30","5"
"9.20","0.16","0.49","2.00","0.044","18.00","107.00","0.99514","3.10","0.53","10.20","4"
"8.00","0.26","0.28","8.20","0.038","72.00","202.00","0.99566","3.12","0.56","10.00","6"
"7.00","0.16","0.26","7.30","0.047","30.00","220.00","0.99622","3.38","0.58","10.10","6"
"6.20","0.38","0.18","7.40","0.095","28.00","195.00","0.99773","3.53","0.71","9.20","4"
"7.20","0.24","0.29","3.00","0.036","17.00","117.00","0.99411","3.36","0.68","10.10","6"
"6.20","0.44","0.18","7.70","0.096","28.00","210.00","0.99771","3.56","0.72","9.20","5"
"8.10","0.34","0.28","7.50","0.04","70.00","230.00","0.99558","3.14","0.55","9.80","6"
"6.40","0.28","0.17","8.30","0.042","61.00","195.00","0.99577","3.22","0.46","9.40","5"
"6.30","0.29","0.14","7.05","0.045","50.00","177.00","0.99564","3.23","0.42","9.00","5"
"6.40","0.35","0.35","5.60","0.034","9.00","148.00","0.99441","3.17","0.50","9.80","4"
"6.90","0.43","0.28","9.40","0.056","29.00","183.00","0.99594","3.17","0.43","9.40","5"
"7.30","0.27","0.37","9.70","0.042","36.00","130.00","0.9979","3.48","0.75","9.90","6"
"7.20","0.20","0.28","1.60","0.028","13.00","168.00","0.99203","3.17","1.06","11.50","6"
"6.60","0.26","0.27","1.50","0.04","19.00","114.00","0.99295","3.36","0.62","10.50","6"
"6.70","0.27","0.26","2.30","0.043","61.00","181.00","0.99394","3.45","0.63","10.60","6"
"6.60","0.56","0.15","10.00","0.037","38.00","157.00","0.99642","3.28","0.52","9.40","5"
"6.30","0.20","0.26","1.60","0.027","36.00","141.00","0.99268","3.53","0.56","10.80","6"
"7.10","0.29","0.30","16.00","0.036","58.00","201.00","0.99954","3.30","0.67","9.00","5"
"6.60","0.33","0.24","16.05","0.045","31.00","147.00","0.99822","3.08","0.52","9.20","5"
"7.00","0.26","0.26","10.80","0.039","37.00","184.00","0.99787","3.47","0.58","10.30","7"
"6.00","0.26","0.15","1.20","0.053","35.00","124.00","0.99347","3.08","0.46","8.80","5"
"7.50","0.28","0.78","12.10","0.041","53.00","161.00","0.99838","2.98","0.44","8.70","5"
"7.50","0.27","0.79","11.95","0.04","51.00","159.00","0.99839","2.98","0.44","8.70","5"
"6.00","0.29","0.21","15.55","0.043","20.00","142.00","0.99658","3.11","0.54","10.10","6"
"6.30","0.27","0.37","7.90","0.047","58.00","215.00","0.99542","3.19","0.48","9.50","6"
"6.60","0.24","0.30","13.00","0.052","18.00","143.00","0.99825","3.37","0.49","9.40","6"
"6.40","0.30","0.16","7.50","0.05","55.00","191.00","0.9959","3.17","0.49","9.00","5"
"7.90","0.27","0.27","1.70","0.034","25.00","122.00","0.99088","2.97","0.51","11.90","6"
"7.90","0.27","0.27","1.70","0.034","25.00","122.00","0.99088","2.97","0.51","11.90","6"
"6.10","0.28","0.24","19.95","0.074","32.00","174.00","0.99922","3.19","0.44","9.30","6"
"6.00","0.20","0.24","5.30","0.075","49.00","201.00","0.99466","3.21","0.43","9.50","5"
"7.60","0.31","0.23","12.70","0.054","20.00","139.00","0.99836","3.16","0.50","9.70","4"
"7.60","0.31","0.23","12.70","0.054","20.00","139.00","0.99836","3.16","0.50","9.70","4"
"6.80","0.21","0.36","18.10","0.046","32.00","133.00","1.00","3.27","0.48","8.80","5"
"8.60","0.34","0.36","1.40","0.045","11.00","119.00","0.99556","3.17","0.47","9.40","4"
"8.60","0.34","0.36","1.40","0.045","11.00","119.00","0.99556","3.17","0.47","9.40","4"
"8.50","0.30","0.28","3.10","0.054","54.00","174.00","0.99543","3.21","0.43","9.40","6"
"7.40","0.40","0.41","14.10","0.053","37.00","194.00","0.99886","3.20","0.63","9.40","6"
"7.10","0.34","0.31","5.20","0.032","36.00","140.00","0.99166","3.35","0.47","12.30","7"
"6.60","0.26","0.25","11.60","0.045","45.00","178.00","0.99691","3.33","0.43","9.80","6"
"5.60","0.175","0.29","0.80","0.043","20.00","67.00","0.99112","3.28","0.48","9.90","6"
"6.90","0.34","0.36","1.40","0.032","13.00","145.00","0.99214","3.07","0.52","9.80","5"
"6.90","0.34","0.30","4.70","0.029","34.00","148.00","0.99165","3.36","0.49","12.30","7"
"7.10","0.12","0.30","3.10","0.018","15.00","37.00","0.99004","3.02","0.52","11.90","7"
"6.30","0.24","0.55","8.10","0.04","67.00","216.00","0.99596","3.24","0.50","9.20","5"
"7.30","0.17","0.24","8.10","0.121","32.00","162.00","0.99508","3.17","0.38","10.40","8"
"6.50","0.18","0.33","1.40","0.029","35.00","138.00","0.99114","3.36","0.60","11.50","7"
"6.40","0.16","0.37","1.50","0.037","27.00","109.00","0.99345","3.38","0.50","9.80","6"
"6.70","0.54","0.27","7.10","0.049","8.00","178.00","0.99502","3.16","0.38","9.40","4"
"6.70","0.54","0.27","7.10","0.049","8.00","178.00","0.99502","3.16","0.38","9.40","4"
"9.00","0.26","0.34","6.70","0.029","21.00","162.00","0.99497","3.08","0.50","10.60","6"
"5.90","0.28","0.14","8.60","0.032","30.00","142.00","0.99542","3.28","0.44","9.50","6"
"6.50","0.23","0.25","17.30","0.046","15.00","110.00","0.99828","3.15","0.42","9.20","6"
"6.90","0.32","0.30","1.80","0.036","28.00","117.00","0.99269","3.24","0.48","11.00","6"
"7.50","0.20","0.47","16.90","0.052","51.00","188.00","0.99944","3.09","0.62","9.30","5"
"6.30","0.26","0.42","7.10","0.045","62.00","209.00","0.99544","3.20","0.53","9.50","6"
"7.60","0.23","0.64","12.90","0.033","54.00","170.00","0.998","3.00","0.53","8.80","5"
"5.70","0.255","0.65","1.20","0.079","17.00","137.00","0.99307","3.20","0.42","9.40","5"
"6.90","0.32","0.26","2.30","0.03","11.00","103.00","0.99106","3.06","0.42","11.10","6"
"6.30","0.34","0.36","4.90","0.035","31.00","185.00","0.9946","3.15","0.49","9.70","5"
"6.70","0.17","0.42","10.40","0.038","85.00","182.00","0.99628","3.04","0.44","8.90","6"
"6.50","0.27","0.40","10.00","0.039","74.00","227.00","0.99582","3.18","0.50","9.40","5"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"6.80","0.18","0.30","12.80","0.062","19.00","171.00","0.99808","3.00","0.52","9.00","7"
"7.30","0.32","0.29","1.50","0.038","32.00","144.00","0.99296","3.20","0.55","10.80","5"
"6.30","0.21","0.29","11.70","0.048","49.00","147.00","0.99482","3.22","0.38","10.80","5"
"5.40","0.50","0.13","5.00","0.028","12.00","107.00","0.99079","3.48","0.88","13.50","7"
"6.20","0.26","0.32","15.30","0.031","64.00","185.00","0.99835","3.31","0.61","9.40","5"
"6.40","0.22","0.34","1.40","0.023","56.00","115.00","0.98958","3.18","0.70","11.70","6"
"6.70","0.30","0.29","2.80","0.025","37.00","107.00","0.99159","3.31","0.63","11.30","7"
"7.10","0.20","0.30","0.90","0.019","4.00","28.00","0.98931","3.20","0.36","12.00","6"
"8.90","0.26","0.33","8.10","0.024","47.00","202.00","0.99558","3.13","0.46","10.80","6"
"6.60","0.36","0.52","10.10","0.05","29.00","140.00","0.99628","3.07","0.40","9.40","5"
"6.50","0.18","0.41","14.20","0.039","47.00","129.00","0.99678","3.28","0.72","10.30","7"
"6.50","0.18","0.41","14.20","0.039","47.00","129.00","0.99678","3.28","0.72","10.30","7"
"5.90","0.445","0.26","1.40","0.027","23.00","109.00","0.99148","3.30","0.36","10.50","6"
"6.70","0.28","0.28","2.40","0.012","36.00","100.00","0.99064","3.26","0.39","11.70","7"
"7.20","0.24","0.27","11.40","0.034","40.00","174.00","0.99773","3.20","0.44","9.00","5"
"8.20","0.32","0.26","2.10","0.062","26.00","87.00","0.98974","3.10","0.47","12.80","6"
"8.70","0.31","0.73","14.35","0.044","27.00","191.00","1.00013","2.96","0.88","8.70","5"
"6.10","0.15","0.35","15.80","0.042","55.00","158.00","0.99642","3.24","0.37","10.60","5"
"7.60","0.23","0.40","5.20","0.066","14.00","91.00","0.99488","3.17","0.80","9.70","5"
"7.15","0.17","0.24","9.60","0.119","56.00","178.00","0.99578","3.15","0.44","10.20","6"
"7.00","0.23","0.33","1.00","0.043","46.00","110.00","0.99118","3.04","0.65","10.80","6"
"6.60","0.12","0.25","1.40","0.039","21.00","131.00","0.99114","3.20","0.45","11.20","7"
"6.80","0.26","0.40","7.50","0.046","45.00","179.00","0.99583","3.20","0.49","9.30","5"
"5.90","0.34","0.31","2.00","0.03","38.00","142.00","0.98892","3.40","0.41","12.90","7"
"7.10","0.31","0.17","1.00","0.042","21.00","144.00","0.99304","3.13","0.40","9.60","5"
